Issue Key,Summary,Issue Type,Fix Version,Epic Link,Epic Name,Priority,Assignee Persona,Labels,Acceptance Criteria,Evidence Required,Description
S11-VT-10,S11-VT-10 — No PII leaks,Test,S11 Vertical Slice (MVP),,,P1,Swapnali / QA,stage-s11 validation-test,Zero regulated fields,E3/E4,Method: Scan all logs and telemetry after a full journey run. Pass: Zero regulated fields
S11-VT-11,S11-VT-11 — Real users can use it,Test,S11 Vertical Slice (MVP),,,P1,Swapnali / QA,stage-s11 validation-test,≥ 80% complete; time-on-task within the S05 target,E3/E4,Method: 5+ RMs complete the journey unaided in UAT. Pass: ≥ 80% complete; time-on-task within the S05 target
S11-VT-12,S11-VT-12 — E2E suite runs in CI,Test,S11 Vertical Slice (MVP),,,P1,Swapnali / QA,stage-s11 validation-test,"Green, repeatable",E3/E4,"Method: Nightly run of the full journey suite. Pass: Green, repeatable"
S11-G1,S11-G1 — Complete journey works end to end in UAT,Task,S11 Vertical Slice (MVP),,,P1,Kalpana / Delivery,stage-s11 gate-criterion,Complete journey works end to end in UAT,E3,Evidence artefact: Recorded walkthrough with correlation IDs and the issued policy
S11-G2,S11-G2 — All compliance hard-gates C1–C4 implemented and proven,Task,S11 Vertical Slice (MVP),,,P1,Kalpana / Delivery,stage-s11 gate-criterion,All compliance hard-gates C1–C4 implemented and proven,E4,Evidence artefact: Negative test results at 100% branch coverage
S11-G3,S11-G3 — E2E suite green in CI,Task,S11 Vertical Slice (MVP),,,P1,Kalpana / Delivery,stage-s11 gate-criterion,E2E suite green in CI,E4,Evidence artefact: CI run
S11-G4,S11-G4 — Journey reconstructable from audit,Task,S11 Vertical Slice (MVP),,,P1,Kalpana / Delivery,stage-s11 gate-criterion,Journey reconstructable from audit,E3,Evidence artefact: Reconstruction record
S11-G5,S11-G5 — RM app usable by real RMs,Task,S11 Vertical Slice (MVP),,,P1,Kalpana / Delivery,stage-s11 gate-criterion,RM app usable by real RMs,E3,Evidence artefact: UAT usability record
S11-G6,S11-G6 — Failure paths and compensations proven,Task,S11 Vertical Slice (MVP),,,P1,Kalpana / Delivery,stage-s11 gate-criterion,Failure paths and compensations proven,E4,Evidence artefact: Failure-injection results
S11-G7,S11-G7 — KPIs instrumented and visible,Task,S11 Vertical Slice (MVP),,,P1,Kalpana / Delivery,stage-s11 gate-criterion,KPIs instrumented and visible,E4,Evidence artefact: Dashboard
S11-G8,S11-G8 — No PII in logs,Task,S11 Vertical Slice (MVP),,,P1,Kalpana / Delivery,stage-s11 gate-criterion,No PII in logs,E4,Evidence artefact: Scan result
S11-G9,S11-G9 — Business acceptance of the slice,Task,S11 Vertical Slice (MVP),,,P1,Kalpana / Delivery,stage-s11 gate-criterion,Business acceptance of the slice,E2,Evidence artefact: PO and business sign-off
S12-E01,S12-E01 — Functional certification,Epic,S12 Hardening & Certification,,S12-E01,P2,Swapnali,stage-s12 lifecycle-epic,,,Epic of stage S12 (Hardening & Certification). See docs/application-lifecycle-bible/stages/.
S12-E01-S01,S12-E01-S01 — Execute the full functional test suite,Story,S12 Hardening & Certification,S12-E01,,P2,Swapnali,stage-s12 lifecycle-story,Every requirement's AC exercised; results published,,Every requirement's AC exercised; results published
S12-E01-S02,"S12-E01-S02 — Execute negative, boundary and exception testing",Story,S12 Hardening & Certification,S12-E01,,P2,Swapnali,stage-s12 lifecycle-story,Not only the happy path; every failure path from S03 covered,,Not only the happy path; every failure path from S03 covered
S12-E01-S03,S12-E01-S03 — Execute the data-variant suite,Story,S12 Hardening & Certification,S12-E01,,P2,Swapnali,stage-s12 lifecycle-story,"Joint life, minor nominee, NRI, PAN mismatch, mid-journey abandonment, duplicate submission",,"Joint life, minor nominee, NRI, PAN mismatch, mid-journey abandonment, duplicate submission"
S12-E01-S04,S12-E01-S04 — Build the regression suite,Story,S12 Hardening & Certification,S12-E01,,P2,Swapnali,stage-s12 lifecycle-story,"Full journey regression, automated, runnable on demand",,"Full journey regression, automated, runnable on demand"
S12-E01-S05,S12-E01-S05 — Complete the traceability matrix,Story,S12 Hardening & Certification,S12-E01,,P2,Swapnali,stage-s12 lifecycle-story,"Requirement → code → test → evidence, closed with no orphans",,"Requirement → code → test → evidence, closed with no orphans"
S12-E01-S06,S12-E01-S06 — Triage and close defects,Story,S12 Hardening & Certification,S12-E01,,P2,Swapnali,stage-s12 lifecycle-story,Zero D0 and D1 open at exit; D2 agreed with PO and QA,,Zero D0 and D1 open at exit; D2 agreed with PO and QA
S12-E02,S12-E02 — Security certification,Epic,S12 Hardening & Certification,,S12-E02,P2,Deepali,stage-s12 lifecycle-epic,,,Epic of stage S12 (Hardening & Certification). See docs/application-lifecycle-bible/stages/.
S12-E02-S01,S12-E02-S01 — Commission an independent penetration test,Story,S12 Hardening & Certification,S12-E02,,P2,Deepali,stage-s12 lifecycle-story,"Scope covers every public surface, the partner boundary and the authorization model",,"Scope covers every public surface, the partner boundary and the authorization model"
S12-E02-S02,S12-E02-S02 — Remediate findings per SLA,Story,S12 Hardening & Certification,S12-E02,,P2,Deepali,stage-s12 lifecycle-story,S0 and S1 closed; S2 scheduled; each with evidence of the fix,,S0 and S1 closed; S2 scheduled; each with evidence of the fix
S12-E02-S03,S12-E02-S03 — Execute authorization negative testing,Story,S12 Hardening & Certification,S12-E02,,P2,Deepali,stage-s12 lifecycle-story,"Every role against every resource, including horizontal and vertical escalation attempts",,"Every role against every resource, including horizontal and vertical escalation attempts"
S12-E02-S04,S12-E02-S04 — Verify secrets and key handling in a running system,Story,S12 Hardening & Certification,S12-E02,,P2,Deepali,stage-s12 lifecycle-story,"No secret in any image, log, config, error or telemetry path",,"No secret in any image, log, config, error or telemetry path"
S12-E02-S05,S12-E02-S05 — Verify the trust boundaries as built,Story,S12 Hardening & Certification,S12-E02,,P2,Deepali,stage-s12 lifecycle-story,Segmentation matches the threat model; drift identified,,Segmentation matches the threat model; drift identified
S12-E02-S06,S12-E02-S06 — Refresh the threat model against the built system,Story,S12 Hardening & Certification,S12-E02,,P2,Deepali,stage-s12 lifecycle-story,Design-time assumptions confirmed or corrected,,Design-time assumptions confirmed or corrected
S12-E03,S12-E03 — Compliance certification,Epic,S12 Hardening & Certification,,S12-E03,P2,Shailja,stage-s12 lifecycle-epic,,,Epic of stage S12 (Hardening & Certification). See docs/application-lifecycle-bible/stages/.
S12-E03-S01,S12-E03-S01 — Certify every control C1–C10,Story,S12 Hardening & Certification,S12-E03,,P2,Shailja,stage-s12 lifecycle-story,"Each with its automated test result, reviewed and signed",,"Each with its automated test result, reviewed and signed"
S12-E03-S02,S12-E03-S02 — Review audit schema and log samples,Story,S12 Hardening & Certification,S12-E03,,P2,Shailja,stage-s12 lifecycle-story,"Signed review confirming completeness, attribution and PII absence",,"Signed review confirming completeness, attribution and PII absence"
S12-E03-S03,S12-E03-S03 — Verify consent and suitability evidence end to end,Story,S12 Hardening & Certification,S12-E03,,P2,Shailja,stage-s12 lifecycle-story,"Records retrievable, complete, immutable, correctly versioned",,"Records retrievable, complete, immutable, correctly versioned"
S12-E03-S04,S12-E03-S04 — Verify retention and immutability in the running system,Story,S12 Hardening & Certification,S12-E03,,P2,Shailja,stage-s12 lifecycle-story,Deletion attempts refused; purge operates at the horizon,,Deletion attempts refused; purge operates at the horizon
S12-E03-S05,S12-E03-S05 — Verify data residency in the running system,Story,S12 Hardening & Certification,S12-E03,,P2,Shailja,stage-s12 lifecycle-story,"Every store, backup, log and archive attested in-region",,"Every store, backup, log and archive attested in-region"
S12-E03-S06,S12-E03-S06 — Assemble the regulatory evidence pack,Story,S12 Hardening & Certification,S12-E03,,P2,Shailja,stage-s12 lifecycle-story,"The artefact set a regulator would be shown, indexed and complete",,"The artefact set a regulator would be shown, indexed and complete"
S12-E04,S12-E04 — Performance and resilience certification,Epic,S12 Hardening & Certification,,S12-E04,P2,Swapnali + Shivanshi,stage-s12 lifecycle-epic,,,Epic of stage S12 (Hardening & Certification). See docs/application-lifecycle-bible/stages/.
S12-E04-S01,S12-E04-S01 — Execute load testing at projected peak,Story,S12 Hardening & Certification,S12-E04,,P2,Swapnali + Shivanshi,stage-s12 lifecycle-story,"Against the S07 NFR numbers, including the Q4 tax-season multiplier",,"Against the S07 NFR numbers, including the Q4 tax-season multiplier"
S12-E04-S02,S12-E04-S02 — Execute soak testing,Story,S12 Hardening & Certification,S12-E04,,P2,Swapnali + Shivanshi,stage-s12 lifecycle-story,"Sustained load; no leak, no degradation, no connection exhaustion",,"Sustained load; no leak, no degradation, no connection exhaustion"
S12-E04-S03,S12-E04-S03 — Execute failure-injection testing,Story,S12 Hardening & Certification,S12-E04,,P2,Swapnali + Shivanshi,stage-s12 lifecycle-story,Each dependency failed in turn; behaviour matches design,,Each dependency failed in turn; behaviour matches design
S12-E04-S04,S12-E04-S04 — Verify resilience patterns under load,Story,S12 Hardening & Certification,S12-E04,,P2,Swapnali + Shivanshi,stage-s12 lifecycle-story,"Breakers, bulkheads and rate limits behave as designed when it matters",,"Breakers, bulkheads and rate limits behave as designed when it matters"
S12-E04-S05,S12-E04-S05 — Establish the performance baseline,Story,S12 Hardening & Certification,S12-E04,,P2,Swapnali + Shivanshi,stage-s12 lifecycle-story,"Recorded, so S13 expansion can be measured against it",,"Recorded, so S13 expansion can be measured against it"
S12-E05,S12-E05 — Operational certification,Epic,S12 Hardening & Certification,,S12-E05,P2,Shivanshi,stage-s12 lifecycle-epic,,,Epic of stage S12 (Hardening & Certification). See docs/application-lifecycle-bible/stages/.
S12-E05-S01,S12-E05-S01 — Write the operational runbook,Story,S12 Hardening & Certification,S12-E05,,P2,Shivanshi,stage-s12 lifecycle-story,"Secrets rotation, credential failure, provider 401/5xx, payment uncertainty, poll timeout, data-fix procedure",,"Secrets rotation, credential failure, provider 401/5xx, payment uncertainty, poll timeout, data-fix procedure"
S12-E05-S02,S12-E05-S02 — Exercise the runbook,Story,S12 Hardening & Certification,S12-E05,,P2,Shivanshi,stage-s12 lifecycle-story,Someone who did not write it executes each procedure successfully,,Someone who did not write it executes each procedure successfully
S12-E05-S03,S12-E05-S03 — Verify alerting,Story,S12 Hardening & Certification,S12-E05,,P2,Shivanshi,stage-s12 lifecycle-story,"Every alert fires when it should, routes correctly, and links a runbook",,"Every alert fires when it should, routes correctly, and links a runbook"
S12-E05-S04,S12-E05-S04 — Verify rollback under realistic conditions,Story,S12 Hardening & Certification,S12-E05,,P2,Shivanshi,stage-s12 lifecycle-story,"With data written, mid-journey, and confirm no journey is corrupted",,"With data written, mid-journey, and confirm no journey is corrupted"
S12-E05-S05,S12-E05-S05 — Complete failure-mode analysis,Story,S12 Hardening & Certification,S12-E05,,P2,Shivanshi,stage-s12 lifecycle-story,Every component's failure modes documented with blast radius,,Every component's failure modes documented with blast radius
S12-E06,S12-E06 — Consumer enablement,Epic,S12 Hardening & Certification,,S12-E06,P2,Rajal + Amit,stage-s12 lifecycle-epic,,,Epic of stage S12 (Hardening & Certification). See docs/application-lifecycle-bible/stages/.
S12-E06-S01,S12-E06-S01 — Publish API contracts,Story,S12 Hardening & Certification,S12-E06,,P2,Rajal + Amit,stage-s12 lifecycle-story,"OpenAPI to the internal portal, with a consumer collection",,"OpenAPI to the internal portal, with a consumer collection"
S12-E06-S02,S12-E06-S02 — Support a real consumer through integration,Story,S12 Hardening & Certification,S12-E06,,P2,Rajal + Amit,stage-s12 lifecycle-story,"≥ 1 bank caller exercises the journey against UAT, with traces",,"≥ 1 bank caller exercises the journey against UAT, with traces"
S12-E06-S03,S12-E06-S03 — Publish integration documentation,Story,S12 Hardening & Certification,S12-E06,,P2,Rajal + Amit,stage-s12 lifecycle-story,"Auth, errors, idempotency, rate limits, support path",,"Auth, errors, idempotency, rate limits, support path"
S12-VT-01,S12-VT-01 — All requirements verified,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,100% with a passing test,E3/E4,Method: Traceability matrix query. Pass: 100% with a passing test
S12-VT-02,S12-VT-02 — No critical defects,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,Zero D0 and D1 open,E3/E4,Method: Defect register. Pass: Zero D0 and D1 open
S12-VT-03,S12-VT-03 — Security findings remediated,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,S0 and S1 closed and retested,E3/E4,Method: Pentest retest. Pass: S0 and S1 closed and retested
S12-VT-04,S12-VT-04 — Every compliance control operates,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,"100% pass, signed",E3/E4,"Method: Control test suite. Pass: 100% pass, signed"
S12-VT-05,S12-VT-05 — NFRs met,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,Every target met or a waiver with a named human owner,E3/E4,Method: Load test against the NFR sheet. Pass: Every target met or a waiver with a named human owner
S12-VT-06,S12-VT-06 — System degrades gracefully,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,"No data loss, no money error, defined user experience",E3/E4,"Method: Failure injection across all dependencies. Pass: No data loss, no money error, defined user experience"
S12-VT-07,S12-VT-07 — Runbook works in someone else's hands,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,All procedures succeed,E3/E4,Method: Independent execution. Pass: All procedures succeed
S12-VT-08,S12-VT-08 — Rollback is safe with data written,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,No corruption; journeys resolvable,E3/E4,Method: Rollback mid-journey. Pass: No corruption; journeys resolvable
S12-VT-09,S12-VT-09 — Evidence pack is complete,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,A regulator's questions answerable from the pack alone,E3/E4,Method: Compliance review. Pass: A regulator's questions answerable from the pack alone
S12-VT-10,S12-VT-10 — A real consumer can integrate,Test,S12 Hardening & Certification,,,P2,Swapnali / QA,stage-s12 validation-test,Successful journey with trace evidence,E3/E4,Method: External caller against UAT. Pass: Successful journey with trace evidence
S12-G1,S12-G1 — Full functional and regression suite green in CI,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,Full functional and regression suite green in CI,E4,Evidence artefact: CI run
S12-G2,S12-G2 — Zero D0/D1 defects; D2 agreed,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,Zero D0/D1 defects; D2 agreed,E1,Evidence artefact: Defect register
S12-G3,S12-G3 — Penetration test complete; S0/S1 remediated and retested,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,Penetration test complete; S0/S1 remediated and retested,E3,Evidence artefact: Pentest report + retest
S12-G4,S12-G4 — All controls C1–C10 certified,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,All controls C1–C10 certified,E4,Evidence artefact: Control test results + Compliance sign-off (human)
S12-G5,S12-G5 — Audit schema and log samples reviewed,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,Audit schema and log samples reviewed,E2,Evidence artefact: Signed review
S12-G6,"S12-G6 — Retention, immutability and residency verified in the running system",Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,"Retention, immutability and residency verified in the running system",E3,Evidence artefact: Verification records
S12-G7,S12-G7 — NFRs met under load at projected peak,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,NFRs met under load at projected peak,E3,Evidence artefact: Load test report vs the NFR sheet
S12-G8,S12-G8 — Resilience proven under failure injection,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,Resilience proven under failure injection,E3,Evidence artefact: Results
S12-G9,S12-G9 — Runbook exercised by an independent operator,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,Runbook exercised by an independent operator,E3,Evidence artefact: Execution record
S12-G10,S12-G10 — Rollback proven with data written,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,Rollback proven with data written,E3,Evidence artefact: Rollback record
S12-G11,S12-G11 — Traceability matrix complete,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,Traceability matrix complete,E1,Evidence artefact: Matrix
S12-G12,S12-G12 — ≥ 1 real consumer integrated against UAT,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,≥ 1 real consumer integrated against UAT,E3,Evidence artefact: Consumer confirmation + traces
S12-G13,S12-G13 — Coverage gates green; QA-001 closed,Task,S12 Hardening & Certification,,,P1,Kalpana / Delivery,stage-s12 gate-criterion,Coverage gates green; QA-001 closed,E4,Evidence artefact: Coverage report
S13-E01,S13-E01 — Expansion readiness,Epic,S13 Expansion & Scale,,S13-E01,P3,Mahesh,stage-s13 lifecycle-epic,,,Epic of stage S13 (Expansion & Scale). See docs/application-lifecycle-bible/stages/.
S13-E01-S01,S13-E01-S01 — Assess the abstraction against the first real second case,Story,S13 Expansion & Scale,S13-E01,,P3,Mahesh,stage-s13 lifecycle-story,Named extension points; nothing shared requires modification,,Named extension points; nothing shared requires modification
S13-E01-S02,S13-E01-S02 — Publish the expansion pattern guide,Story,S13 Expansion & Scale,S13-E01,,P3,Mahesh,stage-s13 lifecycle-story,"A step-by-step for adding an LOB, channel or insurer",,"A step-by-step for adding an LOB, channel or insurer"
S13-E01-S03,S13-E01-S03 — Define the reuse fitness function,Story,S13 Expansion & Scale,S13-E01,,P3,Mahesh,stage-s13 lifecycle-story,An automated check that expansion has not modified orchestration,,An automated check that expansion has not modified orchestration
S13-E01-S04,S13-E01-S04 — Establish the pre-expansion regression baseline,Story,S13 Expansion & Scale,S13-E01,,P3,Mahesh,stage-s13 lifecycle-story,"Green, recorded, and the bar every expansion must clear",,"Green, recorded, and the bar every expansion must clear"
S13-E02,S13-E02 — LOB expansion,Epic,S13 Expansion & Scale,,S13-E02,P3,Rajal + Amit,stage-s13 lifecycle-epic,,,Epic of stage S13 (Expansion & Scale). See docs/application-lifecycle-bible/stages/.
S13-E02-S01,S13-E02-S01 — Specify the per-LOB delta,Story,S13 Expansion & Scale,S13-E02,,P3,Rajal + Amit,stage-s13 lifecycle-story,"Products, fields, rules, documents, underwriting differences",,"Products, fields, rules, documents, underwriting differences"
S13-E02-S02,S13-E02-S02 — Add Health,Story,S13 Expansion & Scale,S13-E02,,P3,Rajal + Amit,stage-s13 lifecycle-story,Schemas and handlers only; orchestration unchanged; full journey green,,Schemas and handlers only; orchestration unchanged; full journey green
S13-E02-S03,S13-E02-S03 — Add Motor,Story,S13 Expansion & Scale,S13-E02,,P3,Rajal + Amit,stage-s13 lifecycle-story,Same constraint; motor-specific vehicle and RTO data handled in the LOB layer,,Same constraint; motor-specific vehicle and RTO data handled in the LOB layer
S13-E02-S04,S13-E02-S04 — Verify no regression to prior LOBs,Story,S13 Expansion & Scale,S13-E02,,P3,Rajal + Amit,stage-s13 lifecycle-story,"Full regression of every previously shipped journey, green",,"Full regression of every previously shipped journey, green"
S13-E02-S05,S13-E02-S05 — Verify per-LOB compliance controls,Story,S13 Expansion & Scale,S13-E02,,P3,Rajal + Amit,stage-s13 lifecycle-story,C1–C10 hold for each new LOB; suitability rules are LOB-specific and must be re-certified,,C1–C10 hold for each new LOB; suitability rules are LOB-specific and must be re-certified
S13-E03,S13-E03 — Channel expansion,Epic,S13 Expansion & Scale,,S13-E03,P3,Rajal + Digital,stage-s13 lifecycle-epic,,,Epic of stage S13 (Expansion & Scale). See docs/application-lifecycle-bible/stages/.
S13-E03-S01,S13-E03-S01 — Add the DIY self-service journey,Story,S13 Expansion & Scale,S13-E03,,P3,Rajal + Digital,stage-s13 lifecycle-story,Customer authentication via digital banking SSO; self-consent per the S02 pack,,Customer authentication via digital banking SSO; self-consent per the S02 pack
S13-E03-S02,S13-E03-S02 — Add the hybrid journey,Story,S13 Expansion & Scale,S13-E03,,P3,Rajal + Digital,stage-s13 lifecycle-story,"RM-initiated, customer-completed, with attribution preserved across the hand-off",,"RM-initiated, customer-completed, with attribution preserved across the hand-off"
S13-E03-S03,S13-E03-S03 — Verify attribution across channels,Story,S13 Expansion & Scale,S13-E03,,P3,Rajal + Digital,stage-s13 lifecycle-story,Distributor and SP attribution correct in every channel variant,,Distributor and SP attribution correct in every channel variant
S13-E03-S04,S13-E03-S04 — Verify compliance gates per channel,Story,S13 Expansion & Scale,S13-E03,,P3,Rajal + Digital,stage-s13 lifecycle-story,Suitability and consent enforced identically regardless of channel,,Suitability and consent enforced identically regardless of channel
S13-E04,S13-E04 — Insurer and catalogue expansion,Epic,S13 Expansion & Scale,,S13-E04,P3,Rajal + Amit,stage-s13 lifecycle-epic,,,Epic of stage S13 (Expansion & Scale). See docs/application-lifecycle-bible/stages/.
S13-E04-S01,S13-E04-S01 — Add further Group A insurers,Story,S13 Expansion & Scale,S13-E04,,P3,Rajal + Amit,stage-s13 lifecycle-story,"Configuration and catalogue, not code, wherever possible",,"Configuration and catalogue, not code, wherever possible"
S13-E04-S02,S13-E04-S02 — Implement multi-insurer comparison,Story,S13 Expansion & Scale,S13-E04,,P3,Rajal + Amit,stage-s13 lifecycle-story,Ranking and display per the S03 rules; basis disclosed,,Ranking and display per the S03 rules; basis disclosed
S13-E04-S03,S13-E04-S03 — Implement the Group B controlled redirect,Story,S13 Expansion & Scale,S13-E04,,P3,Rajal + Amit,stage-s13 lifecycle-story,"Attribution and audit preserved through the redirect — the legacy model's exact failure, not repeated",,"Attribution and audit preserved through the redirect — the legacy model's exact failure, not repeated"
S13-E04-S04,S13-E04-S04 — Build catalogue administration,Story,S13 Expansion & Scale,S13-E04,,P3,Rajal + Amit,stage-s13 lifecycle-story,"Product matrix maintainable by business users, with maker-checker",,"Product matrix maintainable by business users, with maker-checker"
S13-E05,S13-E05 — Scale readiness,Epic,S13 Expansion & Scale,,S13-E05,P3,Shivanshi + Aarti,stage-s13 lifecycle-epic,,,Epic of stage S13 (Expansion & Scale). See docs/application-lifecycle-bible/stages/.
S13-E05-S01,S13-E05-S01 — Implement distributed idempotency and job ownership,Story,S13 Expansion & Scale,S13-E05,,P3,Shivanshi + Aarti,stage-s13 lifecycle-story,Multi-instance safe before scale-out (closes TD-010),,Multi-instance safe before scale-out (closes TD-010)
S13-E05-S02,S13-E05-S02 — Verify performance at expanded scope,Story,S13 Expansion & Scale,S13-E05,,P3,Shivanshi + Aarti,stage-s13 lifecycle-story,Load test with all LOBs and channels active,,Load test with all LOBs and channels active
S13-E05-S03,S13-E05-S03 — Address data growth,Story,S13 Expansion & Scale,S13-E05,,P3,Shivanshi + Aarti,stage-s13 lifecycle-story,"Partitioning, archival and index strategy against real volumes",,"Partitioning, archival and index strategy against real volumes"
S13-E05-S04,S13-E05-S04 — Verify provider capacity,Story,S13 Expansion & Scale,S13-E05,,P3,Shivanshi + Aarti,stage-s13 lifecycle-story,Aggregate rate limits across all LOBs stay within contracted limits,,Aggregate rate limits across all LOBs stay within contracted limits
S13-VT-01,S13-VT-01 — Expansion did not modify orchestration,Test,S13 Expansion & Scale,,,P3,Swapnali / QA,stage-s13 validation-test,No change to shared orchestration,E3/E4,Method: Diff review + fitness function. Pass: No change to shared orchestration
S13-VT-02,S13-VT-02 — Prior journeys still work,Test,S13 Expansion & Scale,,,P3,Swapnali / QA,stage-s13 validation-test,100% green,E3/E4,Method: Full regression of every shipped journey. Pass: 100% green
S13-VT-03,S13-VT-03 — Compliance holds per LOB and channel,Test,S13 Expansion & Scale,,,P3,Swapnali / QA,stage-s13 validation-test,100% pass for every combination,E3/E4,Method: Control suite per variant. Pass: 100% pass for every combination
S13-VT-04,S13-VT-04 — Attribution survives every path,Test,S13 Expansion & Scale,,,P3,Swapnali / QA,stage-s13 validation-test,Correct in every case,E3/E4,Method: Trace attribution through each channel including Group B redirect. Pass: Correct in every case
S13-VT-05,S13-VT-05 — Performance holds at expanded scope,Test,S13 Expansion & Scale,,,P3,Swapnali / QA,stage-s13 validation-test,Within NFR; no degradation of the S12 baseline,E3/E4,Method: Load test. Pass: Within NFR; no degradation of the S12 baseline
S13-VT-06,S13-VT-06 — Multi-instance operation is safe,Test,S13 Expansion & Scale,,,P3,Swapnali / QA,stage-s13 validation-test,"No duplicate job, no double effect",E3/E4,"Method: Run with N instances; concurrent identical operations. Pass: No duplicate job, no double effect"
S13-VT-07,S13-VT-07 — Expansion is genuinely cheap,Test,S13 Expansion & Scale,,,P3,Swapnali / QA,stage-s13 validation-test,"Declining, and consistent with the pattern guide",E3/E4,"Method: Measure effort for LOB 2 vs LOB 3. Pass: Declining, and consistent with the pattern guide"
S13-G1,S13-G1 — Each new LOB's journey green end to end,Task,S13 Expansion & Scale,,,P1,Kalpana / Delivery,stage-s13 gate-criterion,Each new LOB's journey green end to end,E4,Evidence artefact: CI runs per LOB
S13-G2,S13-G2 — Orchestration unchanged by expansion,Task,S13 Expansion & Scale,,,P1,Kalpana / Delivery,stage-s13 gate-criterion,Orchestration unchanged by expansion,E4,Evidence artefact: Diff + fitness function result
S13-G3,S13-G3 — Full regression of all shipped journeys green,Task,S13 Expansion & Scale,,,P1,Kalpana / Delivery,stage-s13 gate-criterion,Full regression of all shipped journeys green,E4,Evidence artefact: CI run
S13-G4,S13-G4 — Compliance controls certified per LOB and channel,Task,S13 Expansion & Scale,,,P1,Kalpana / Delivery,stage-s13 gate-criterion,Compliance controls certified per LOB and channel,E4,Evidence artefact: Control results + Compliance sign-off
S13-G5,S13-G5 — Attribution correct across all channels including redirect,Task,S13 Expansion & Scale,,,P1,Kalpana / Delivery,stage-s13 gate-criterion,Attribution correct across all channels including redirect,E4,Evidence artefact: Test results
S13-G6,S13-G6 — Performance within NFR at expanded scope,Task,S13 Expansion & Scale,,,P1,Kalpana / Delivery,stage-s13 gate-criterion,Performance within NFR at expanded scope,E3,Evidence artefact: Load test report
S13-G7,S13-G7 — Multi-instance safety proven; TD-010 closed,Task,S13 Expansion & Scale,,,P1,Kalpana / Delivery,stage-s13 gate-criterion,Multi-instance safety proven; TD-010 closed,E4,Evidence artefact: Concurrency test results
S13-G8,S13-G8 — Expansion pattern guide published and used,Task,S13 Expansion & Scale,,,P1,Kalpana / Delivery,stage-s13 gate-criterion,Expansion pattern guide published and used,E1,Evidence artefact: Guide + evidence it was followed
S14-E01,S14-E01 — Production environment readiness,Epic,S14 Production Readiness & Go-Live,,S14-E01,P2,Shivanshi,stage-s14 lifecycle-epic,,,Epic of stage S14 (Production Readiness & Go-Live). See docs/application-lifecycle-bible/stages/.
S14-E01-S01,S14-E01-S01 — Provision production from the same IaC as UAT,Story,S14 Production Readiness & Go-Live,S14-E01,,P2,Shivanshi,stage-s14 lifecycle-story,Parameter differences only; no bespoke production resource,,Parameter differences only; no bespoke production resource
S14-E01-S02,S14-E01-S02 — Verify production credentials and connectivity,Story,S14 Production Readiness & Go-Live,S14-E01,,P2,Shivanshi,stage-s14 lifecycle-story,"Production keys, IP allowlisting, distributor ID, TLS egress, per partner",,"Production keys, IP allowlisting, distributor ID, TLS egress, per partner"
S14-E01-S03,S14-E01-S03 — Verify production data protection,Story,S14 Production Readiness & Go-Live,S14-E01,,P2,Shivanshi,stage-s14 lifecycle-story,"Encryption, key ownership, residency, retention — attested in production, not inferred from UAT",,"Encryption, key ownership, residency, retention — attested in production, not inferred from UAT"
S14-E01-S04,S14-E01-S04 — Size production capacity,Story,S14 Production Readiness & Go-Live,S14-E01,,P2,Shivanshi,stage-s14 lifecycle-story,"Per the capacity model, with launch headroom",,"Per the capacity model, with launch headroom"
S14-E01-S05,S14-E01-S05 — Verify production access control,Story,S14 Production Readiness & Go-Live,S14-E01,,P2,Shivanshi,stage-s14 lifecycle-story,"Least privilege; break-glass defined, audited and time-bound",,"Least privilege; break-glass defined, audited and time-bound"
